"Location","White","Black","Hispanic","American Indian/Alaska Native","Asian","Native Hawaiian/Other Pacific Islander","Two Or More Races","Total",Footnotes
"United States","0.60","0.12","0.18","0.01","0.06","<.01","0.03","1.00","1"
